OBJECTID,School Name,District,DPI Unique ID,School Type,Agency Type,Grade Range,School Style,Choice School?,Full Address,School Website,Lowest Grade,Highest Grade,CESA,District ID,School Code,Choice Reporting Type,Virtual?,Physical Street Address,City,State,ZIP Code,County,Locale Code,Locale,Latitude,Longitude,Wisconsin State Assembly,Wisconsin State Senate,US Congressional,x,y
230,Lebanon Lutheran School,Watertown Unified,S61251653,Elementary School,Private school,K4-08,Unknown,Yes,"N534 County Road R  Watertown, WI 53098-4805",,K4,08,2,6125,1653,Voucher Students,No,N534 County Road R,Watertown,WI,53098-4805,Dodge,42,Rural - Distant,43.212667,-88.62993698,99,33,5,631286.3505,305342.6712
231,Legacy Leadership Academy,Racine Unified,S46201904,Elementary School,Private school,K4-03,Unknown,No,"212 11th St  Racine, WI 53403",https://www.legacyleadership262.com/,K4,03,1,4620,1904,,No,212 11th St,Racine,WI,53403,Racine,13,City - Small,42.72040902,-87.78318203,62,21,1,701509.9574,252150.2718
232,Liberty Christian School,Chippewa Falls Area Unified,S10921654,Combined Elementary/Secondary School,Private school,03-12,Unknown,Yes,"17250 County Hwy J  Chippewa Falls, WI 54729",https://www.libertychristianwi.org,03,12,10,1092,1654,Voucher Students,No,17250 County Hwy J,Chippewa Falls,WI,54729,Chippewa,22,Suburb - Midsize,44.918541,-91.32140096,92,31,3,415705.8858,494750.6753
233,Lighthouse Christian School,Madison Metropolitan,S32691417,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"6402 Schroeder Rd  Madison, WI 53711",,K4,08,2,3269,1417,Voucher Students,No,6402 Schroeder Rd,Madison,WI,53711,Dane,11,City - Large,43.046902,-89.49214799,79,27,2,561362.7194,286148.3355
234,Living Word Child Development Center,West Bend,S63071721,Elementary School,Private school,K4-K4,Unknown,No,"2240 Living Word Ln  Jackson, WI 53037-8910",https://www.mylivingword.com,K4,K4,6,6307,1721,,No,2240 Living Word Ln,Jackson,WI,53037-8910,Washington,41,Rural - Fringe,43.32632666,-88.14955041,58,20,5,670028.0243,318716.484999999
235,Living Word Lutheran High School,West Bend,S63071368,High School,Private school,09-12,Unknown,Yes,"2230 Living Word Ln  Jackson, WI 53037",https://www.lwlhs.com,09,12,6,6307,1368,Voucher Students,No,2230 Living Word Ln,Jackson,WI,53037,Washington,41,Rural - Fringe,43.32759434,-88.14892453,58,20,5,670075.6473,318858.396199999
236,Lourdes Academy Elementary,Oshkosh Area,S41798015,Elementary School,Private school,K4-04,Unknown,Yes,"110 N Sawyer St  Oshkosh, WI 54902",https://www.lourdesacademyoshkosh.org,K4,04,6,4179,8015,Voucher Students,No,110 N Sawyer St,Oshkosh,WI,54902,Winnebago,13,City - Small,44.01862899,-88.56610703,54,18,6,634925.5489,394941.3365
237,Lourdes Academy High,Oshkosh Area,S41791665,High School,Private school,09-12,Unknown,Yes,"110 N Sawyer St  Oshkosh, WI 54902-5696",https://www.lourdesacademyoshkosh.org,09,12,6,4179,1665,Voucher Students,No,110 N Sawyer St,Oshkosh,WI,54902-5696,Winnebago,13,City - Small,44.01862899,-88.56610703,54,18,6,634925.5489,394941.3365
238,Lourdes Academy Middle,Oshkosh Area,S41797370,Middle School,Private school,05-08,Unknown,Yes,"110 N Sawyer St  Oshkosh, WI 54902-5696",https://www.lourdesacademyoshkosh.org,05,08,6,4179,7370,Voucher Students,No,110 N Sawyer St,Oshkosh,WI,54902-5696,Winnebago,13,City - Small,44.01862899,-88.56610703,54,18,6,634925.5489,394941.3365
239,Lumen Christi Catholic School,Mequon-Thiensville,S34798240,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"11300 N Saint James Ln  Mequon, WI 53092-3099",https://www.lumenchristiparish.org/lccschool,K4,08,1,3479,8240,,No,11300 N Saint James Ln,Mequon,WI,53092-3099,Ozaukee,21,Suburb - Large,43.22332698,-87.94449704,23,8,6,686934.8787,307666.529100001
240,Luther High School,Onalaska,S40951670,High School,Private school,09-12,Unknown,Yes,"1501 Wilson St  Onalaska, WI 54650",https://www.luther.k12.wi.us,09,12,4,4095,1670,Voucher Students,No,1501 Wilson St,Onalaska,WI,54650,La Crosse,13,City - Small,43.87770799,-91.21424302,94,32,3,422449.1115,379006.799900001
241,Luther Preparatory School,Watertown Unified,S61252042,High School,Private school,09-12,Unknown,Yes,"1300 Western Ave  Watertown, WI 53094-4899",https://www.lps.wels.net,09,12,2,6125,2042,Voucher Students,No,1300 Western Ave,Watertown,WI,53094-4899,Jefferson,31,Town - Fringe,43.18753801,-88.71155803,38,13,5,624699.3959,302446.6602
242,Lutheran High School Association of Racine,Racine Unified,S46202370,High School,Private school,09-12,Unknown,Yes,"251 Luedtke Ave  Racine, WI 53405-1823",https://racinelutheran.org,09,12,1,4620,2370,All Students,No,251 Luedtke Ave,Racine,WI,53405-1823,Racine,13,City - Small,42.73040498,-87.80600504,62,21,1,699612.3134,253211.494200001
243,Lync Academy LLC,Green Bay Area Public,S22891863,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"205 Doty St.   Green Bay, WI 54301",https://www.lyncacademy.com,KG,12,7,2289,1863,,No,205 Doty St. ,Green Bay,WI,54301,Brown,12,City - Midsize,44.51311977,-88.0163838,90,30,8,677658.2419,450780.1884
244,Macht Village School Program,West De Pere,S63281814,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"1511 W Main Ave  De Pere, WI 54115",,K4,12,7,6328,1814,,No,1511 W Main Ave,De Pere,WI,54115,Brown,22,Suburb - Midsize,44.46192601,-88.11784603,89,30,8,669724.8963,444902.8632
245,Madinah Academy of Madison,Middleton-Cross Plains Area,S35491418,Elementary School,Private school,K4-08,Unknown,Yes,"6501 Watts Rd  Madison, WI 53719",https://www.mamonline.org,K4,08,2,3549,1418,All Students,No,6501 Watts Rd,Madison,WI,53719,Dane,11,City - Large,43.04968741,-89.49354703,79,27,2,561246.9061,286456.965
246,Madison Community Montessori School,Middleton-Cross Plains Area,S35491715,Elementary School,Private school,K4-08,Unknown,No,"8406 Ellington Way  Middleton, WI 53562",https://www.madisoncommunitymontessori.org,K4,08,2,3549,1715,,No,8406 Ellington Way,Middleton,WI,53562,Dane,41,Rural - Fringe,43.11141701,-89.56260099,81,27,2,555587.211,293280.4208
247,Madison Country Day School,Waunakee Community,S61811131,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"5606 River Rd  Waunakee, WI 53597-9510",https://www.madisoncountryday.org,KG,12,2,6181,1131,,No,5606 River Rd,Waunakee,WI,53597-9510,Dane,41,Rural - Fringe,43.16236301,-89.38756204,81,27,2,569787.2316,299027.215700001
248,Madison Waldorf School,Madison Metropolitan,S32691512,Elementary School,Private school,KG-08,Unknown,No,"6510 Schroeder Rd  Madison, WI 53711",https://www.madisonwaldorf.org,KG,08,2,3269,1512,,No,6510 Schroeder Rd,Madison,WI,53711,Dane,11,City - Large,43.04722198,-89.49360904,79,27,2,561243.5075,286183.1502
249,Malaika Early Learning Center,Milwaukee,S36191374,Elementary School,Private school,K4-03,Unknown,Yes,"125 W Auer Ave  Milwaukee, WI 53212",https://www.malaikaelc.org,K4,03,1,3619,1374,All Students,No,125 W Auer Ave,Milwaukee,WI,53212,Milwaukee,11,City - Large,43.07607002,-87.91144996,10,4,4,690026.7056,291379.247099999
250,Manitowoc Lutheran High School,Manitowoc,S32901730,High School,Private school,09-12,Unknown,Yes,"4045 Lancer Cir  Manitowoc, WI 54220-2399",https://www.mlhslancers.org,09,12,7,3290,1730,Voucher Students,No,4045 Lancer Cir,Manitowoc,WI,54220-2399,Manitowoc,32,Town - Distant,44.11066002,-87.69836002,25,9,6,704190.2295,406739.5056
251,Maranatha Academy,Superior,S56631736,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"4916 S State Road 35  Superior, WI 54880-8301",https://www.maranathachristian.academy,K4,12,12,5663,1736,,No,4916 S State Road 35,Superior,WI,54880-8301,Douglas,41,Rural - Fringe,46.58580799,-92.11842297,73,25,7,357707.3038,681318.015699999
252,Maranatha Baptist Academy,Watertown Unified,S61251740,High School,Private school,09-12,Unknown,Yes,"745 W Main St  Watertown, WI 53094-7600",https://www.maranathabaptistacademy.org,09,12,2,6125,1740,Voucher Students,No,745 W Main St,Watertown,WI,53094-7600,Jefferson,31,Town - Fringe,43.19484498,-88.73691697,38,13,5,622626.4487,303226.718599999
253,Maravilla Montessori School,Waukesha,S61741886,Elementary School,Private school,KG-06,Unknown,No,"S31W29553 Sunset Dr  Waukesha, WI 53189",https://www.maravillamontessori.org,KG,06,1,6174,1886,,No,S31W29553 Sunset Dr,Waukesha,WI,53189,Waukesha,41,Rural - Fringe,42.98774999,-88.33686399,97,33,5,655587.7722,280796.425000001
254,Marquette University High School,Milwaukee,S36191770,High School,Private school,09-12,Unknown,Yes,"3401 W Wisconsin Ave  Milwaukee, WI 53208-3896",https://www.muhs.edu,09,12,1,3619,1770,Voucher Students,No,3401 W Wisconsin Ave,Milwaukee,WI,53208-3896,Milwaukee,11,City - Large,43.03816001,-87.955779,18,6,4,686520.4134,287080.246400001
255,Martin Luther High School,Greendale,S22961782,High School,Private school,09-12,Unknown,Yes,"5201 S 76th St  Greendale, WI 53129-1197",https://www.martinlutherhs.org,09,12,1,2296,1782,All Students,No,5201 S 76th St,Greendale,WI,53129-1197,Milwaukee,21,Suburb - Large,42.94860499,-88.00894499,61,21,1,682425.2043,277030.764
256,Martin Luther School,Oshkosh Area,S41791785,Elementary School,Private school,KG-08,Unknown,Yes,"1526 Algoma Blvd  Oshkosh, WI 54901-2721",https://www.martinlutheroshkosh.com,KG,08,6,4179,1785,Voucher Students,No,1526 Algoma Blvd,Oshkosh,WI,54901-2721,Winnebago,13,City - Small,44.035824,-88.55767098,54,18,6,635568.2769,396862.975099999
257,Mary Immaculate Academy,Seneca Area,S51241677,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"167 Main St  Seneca, WI 54654",,KG,12,3,5124,1677,,No,167 Main St,Seneca,WI,54654,Crawford,43,Rural - Remote,43.26505499,-90.95884702,49,17,3,442182.5108,310695.681500001
258,Mary Queen of Saints Catholic Academy,West Allis-West Milwaukee,S63002880,Elementary School,Private school,K4-08,Unknown,Yes,"1227 S 116th St  West Allis, WI 53214",https://www.mqsca.org,K4,08,1,6300,2880,All Students,No,1227 S 116th St,West Allis,WI,53214,Milwaukee,21,Suburb - Large,43.01875699,-88.05752902,14,5,5,678281.5871,284728.59
259,McDonell Central Catholic High School,Chippewa Falls Area Unified,S10921800,High School,Private school,09-12,Unknown,Yes,"1316 Bel Air Blvd  Chippewa Falls, WI 54729-2800",https://www.macs.k12.wi.us,09,12,10,1092,1800,Voucher Students,No,1316 Bel Air Blvd,Chippewa Falls,WI,54729-2800,Chippewa,22,Suburb - Midsize,44.93564201,-91.41510502,92,31,3,408343.2472,496775.090600001
260,Messiah Lutheran School,Eau Claire Area,S15541820,Elementary School,Private school,K4-08,Unknown,No,"2015 N Hastings Way  Eau Claire, WI 54703-1797",https://www.messiahschool.org,K4,08,10,1554,1820,,No,2015 N Hastings Way,Eau Claire,WI,54703-1797,Eau Claire,13,City - Small,44.838575,-91.472051,91,31,3,403654.4584,486072.348300001
261,Messmer High School,Milwaukee,S36191606,High School,Private school,09-12,Unknown,Yes,"742 W Capitol Dr  Milwaukee, WI 53206-3327",https://www.messmerschools.org,09,12,1,3619,1606,All Students,No,742 W Capitol Dr,Milwaukee,WI,53206-3327,Milwaukee,11,City - Large,43.089859,-87.92038499,10,4,4,689261.3104,292892.503
262,Milwaukee Jewish Day School,Fox Point J2,S18901850,Elementary School,Private school,K4-08,Unknown,No,"6401 N Santa Monica Blvd  Milwaukee, WI 53217-4255",https://www.mjds.org,K4,08,1,1890,1850,,No,6401 N Santa Monica Blvd,Milwaukee,WI,53217-4255,Milwaukee,21,Suburb - Large,43.13347398,-87.90848201,23,8,4,690109.2388,297760.286900001
263,Milwaukee Lutheran High School,Milwaukee,S36191870,High School,Private school,09-12,Unknown,Yes,"9700 W Grantosa Dr  Milwaukee, WI 53222-1497",https://www.milwaukeelutheran.org,09,12,1,3619,1870,All Students,No,9700 W Grantosa Dr,Milwaukee,WI,53222-1497,Milwaukee,11,City - Large,43.09637501,-88.03410302,12,4,4,679988.4963,293392.8135
264,Milwaukee Montessori School,Milwaukee,S36191872,Elementary School,Private school,K4-08,Unknown,No,"345 N 95th St  Milwaukee, WI 53226-4441",https://www.milwaukee-montessori.org,K4,08,1,3619,1872,,No,345 N 95th St,Milwaukee,WI,53226-4441,Milwaukee,11,City - Large,43.03368202,-88.03184804,14,5,4,680335.3863,286434.806700001
265,Milwaukee Seventh Day Adventist School,Milwaukee,S36191873,Combined Elementary/Secondary School,Private school,K4-10,Unknown,Yes,"10900 W Mill Rd  Milwaukee, WI 53225-1300",https://www.milwaukeesdaschool.org,K4,10,1,3619,1873,All Students,No,10900 W Mill Rd,Milwaukee,WI,53225-1300,Milwaukee,11,City - Large,43.134778,-88.047805,12,4,4,678774.0174,297631.593
266,Milwaukee Seventh Day Adventist School,New Berlin,S39251741,Elementary School,Private school,K4-08,Unknown,Yes,"21380 W Cleveland Ave  New Berlin, WI 53146-1923",https://milwaukeesdaschool.org,K4,08,1,3925,1741,All Students,No,21380 W Cleveland Ave,New Berlin,WI,53146-1923,Waukesha,41,Rural - Fringe,42.99641499,-88.17899403,83,28,5,668437.6147,282025.6018
267,Montessori Childrens House,Madison Metropolitan,S32691878,Elementary School,Private school,K4-KG,Unknown,No,"5530 Medical Cir  Madison, WI 53719-1202",https://madisonmontessori.org,K4,KG,2,3269,1878,,No,5530 Medical Cir,Madison,WI,53719-1202,Dane,11,City - Large,43.04855998,-89.475611,79,27,2,562708.4502,286340.7357
268,Montessori School of Waukesha,Waukesha,S61741152,Elementary School,Private school,K4-08,Unknown,No,"2600 Summit Ave  Waukesha, WI 53188-2704",https://msow.org,K4,08,1,6174,1152,,No,2600 Summit Ave,Waukesha,WI,53188-2704,Waukesha,13,City - Small,43.022324,-88.26754297,82,28,5,661160.1063,284750.158299999
269,Morning Star Lutheran School,West Bend,S63071041,Elementary School,Private school,K4-08,Unknown,Yes,"N171W20131 Highland Rd  Jackson, WI 53037-9245",https://www.morningstarwels.org,K4,08,6,6307,1041,Voucher Students,No,N171W20131 Highland Rd,Jackson,WI,53037-9245,Washington,31,Town - Fringe,43.33019105,-88.1588078,58,20,5,669267.9849,319129.0601
270,MorningStar Montessori Inc,Cedarburg,S10151577,Elementary School,Private school,K4-KG,Unknown,No,"W63N131 Washington Ave  Cedarburg, WI 53012",https://morningstarmontessori.org,K4,KG,1,1015,1577,,No,W63N131 Washington Ave,Cedarburg,WI,53012,Ozaukee,31,Town - Fringe,43.28065566,-87.9896089,22,8,6,683117.9473,313944.2423
271,Morrison Zion Lutheran School,De Pere,S14148790,Elementary School,Private school,K4-08,Unknown,Yes,"7373 County Road W  Greenleaf, WI 54126-9483",https://www.mzluth.org,K4,08,7,1414,8790,Voucher Students,No,7373 County Road W,Greenleaf,WI,54126-9483,Brown,42,Rural - Distant,44.29123899,-87.98018802,2,1,8,681143.2743,426204.786599999
272,Mother of Good Counsel School,Milwaukee,S36191910,Elementary School,Private school,K4-08,Unknown,Yes,"3001 N 68th St  Milwaukee, WI 53210-1299",https://mgcparish.org,K4,08,1,3619,1910,All Students,No,3001 N 68th St,Milwaukee,WI,53210-1299,Milwaukee,11,City - Large,43.074139,-87.99781198,17,6,4,683000.9821,290993.3068
273,Mount Calvary Grace Lutheran School,La Crosse,S28491950,Combined Elementary/Secondary School,Private school,K4-08,Unknown,No,"1614 Park Ave  La Crosse, WI 54601-5796",https://www.mcglutheran.org,K4,08,4,2849,1950,,No,1614 Park Ave,La Crosse,WI,54601-5796,La Crosse,13,City - Small,43.79653399,-91.231785,96,32,3,420905.5341,370012.006899999
274,Mount Calvary Lutheran School,Milwaukee,S36191930,Elementary School,Private school,K4-08,Unknown,Yes,"2862 N 53rd St  Milwaukee, WI 53210-1692",https://mtcalvaryschool.org,K4,08,1,3619,1930,Voucher Students,No,2862 N 53rd St,Milwaukee,WI,53210-1692,Milwaukee,11,City - Large,43.07115499,-87.97940901,17,6,4,684507.2213,290697.855699999
275,Mount Calvary Lutheran School,Waukesha,S61741960,Elementary School,Private school,KG-08,Unknown,Yes,"1941 Madison St  Waukesha, WI 53188-4899",https://www.mountcalvarywaukesha.org,KG,08,1,6174,1960,Voucher Students,No,1941 Madison St,Waukesha,WI,53188-4899,Waukesha,13,City - Small,43.01136902,-88.25728704,82,28,5,662021.0267,283550.8793
276,Mount Horeb Christian School,Mount Horeb Area,S37941865,Elementary School,Private school,K4-08,Unknown,Yes,"2772 Brandywein Trail  Mount Horeb, WI 53572",https://www.mounthorebchristian.org,K4,08,2,3794,1865,All Students,No,2772 Brandywein Trail,Mount Horeb,WI,53572,Dane,41,Rural - Fringe,43.007511,-89.75373797,51,17,2,540069.9717,281678.2995
277,Mount Lebanon Lutheran School,Milwaukee,S36191980,Elementary School,Private school,K4-08,Unknown,Yes,"6100 W Hampton Ave  Milwaukee, WI 53218-4990",https://mtlebanonluth.org,K4,08,1,3619,1980,All Students,No,6100 W Hampton Ave,Milwaukee,WI,53218-4990,Milwaukee,11,City - Large,43.10520899,-87.98825602,17,6,4,683696.1703,294462.395400001
278,Mount Olive Christian Day School,Milwaukee,S36191990,Elementary School,Private school,K4-08,Unknown,Yes,"5301 W Washington Blvd  Milwaukee, WI 53208-1797",https://mtolivemke.org/cds,K4,08,1,3619,1990,All Students,No,5301 W Washington Blvd,Milwaukee,WI,53208-1797,Milwaukee,11,City - Large,43.05244399,-87.98052699,18,6,4,684466.2261,288617.726
279,Mount Olive Evangelical Lutheran School,Appleton Area,S01471982,Elementary School,Private school,K4-08,Unknown,Yes,"930 E Florida Ave  Appleton, WI 54911-1534",https://www.molmustangs.org,K4,08,6,0147,1982,All Students,No,930 E Florida Ave,Appleton,WI,54911-1534,Outagamie,13,City - Small,44.29149602,-88.391486,52,18,8,648328.5624,425507.5506
280,Mount Zion Christian School,Lake Geneva J1,S28851991,Elementary School,Private school,KG-08,Unknown,No,"2330 Highway 120  Lake Geneva, WI 53147-3609",https://www.mtzionschool.com,KG,08,2,2885,1991,,No,2330 Highway 120,Lake Geneva,WI,53147-3609,Walworth,41,Rural - Fringe,42.62138899,-88.41495801,33,11,1,649985.9664,239989.7479
281,Mountain Top Christian Academy,Horicon,S25761336,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"W3941 Hwy 33  Horicon, WI 53032",https://www.mtcacougars.com,K4,12,6,2576,1336,,No,W3941 Hwy 33,Horicon,WI,53032,Dodge,42,Rural - Distant,43.442824,-88.59332097,38,13,5,633829.917,330952.504799999
282,Mountain View Montessori,Wausau,S62231265,Elementary School,Private school,K4-KG,Unknown,No,"1500 Merrill Ave  Wausau, WI 54401-2590",https://www.mtnviewmontessori.com,K4,KG,9,6223,1265,,No,1500 Merrill Ave,Wausau,WI,54401-2590,Marathon,13,City - Small,44.98220386,-89.64809523,85,29,7,547744.0639,501033.705
283,Mukwonago Baptist Academy,East Troy Community,S15401194,Combined Elementary/Secondary School,Private school,KG-12,Unknown,No,"1610 Honeywell Rd  Mukwonago, WI 53149",,KG,12,2,1540,1194,,No,1610 Honeywell Rd,Mukwonago,WI,53149,Waukesha,41,Rural - Fringe,42.83803229,-88.33496993,84,28,5,656071.2596,264173.3188
284,Nativity Jesuit Academy,Milwaukee,S36191996,Combined Elementary/Secondary School,Private school,K4-08,Unknown,Yes,"1515 S 29th St  Milwaukee, WI 53215-1912",https://www.nativityjesuit.org,K4,08,1,3619,1996,All Students,No,1515 S 29th St,Milwaukee,WI,53215-1912,Milwaukee,11,City - Large,43.01558901,-87.95108396,9,3,4,686964.0676,284582.9783
285,Nativity of Our Lord Catholic School,Rhinelander,S47812444,Elementary School,Private school,K4-08,Unknown,No,"103 E King St  Rhinelander, WI 54501-3401",https://www.nativityofourlord.net,K4,08,9,4781,2444,,No,103 E King St,Rhinelander,WI,54501-3401,Oneida,33,Town - Remote,45.63598099,-89.40964701,34,12,7,566011.2199,573773.243799999
286,Nature's Classroom Montessori School,Mukwonago,S38221312,Combined Elementary/Secondary School,Private school,K4-12,Unknown,No,"W336S8455 County Road E  Mukwonago, WI 53149",https://www.nciw.org,K4,12,1,3822,1312,,No,W336S8455 County Road E,Mukwonago,WI,53149,Waukesha,41,Rural - Fringe,42.88857512,-88.41657154,97,33,5,649296.8534,269657.4683
